ID_Transacao;Data_Transacao;Nome_Cliente;CPF;Valor_Transacao;Tipo_Transacao;Banco_Origem;Banco_Destino;Moeda;Status_Transacao;IP_Origem;Localizacao;Canal_Transacao
TX-213;2024-05-14;Yuri Carvalho;764.832.459-20;38019,67;Boleto;Bradesco;Inter;BRL;Cancelado;46.16.234.145;São Paulo;Agência Física
TX-214;2025-01-23;Srt4. Ev3lyn C4mp0s;329.129.447-41;22171.02;Transferência;Bradesko;Bradesco;USD;Aprovada;44.61.49.226;Belo Horizonte;internetbanking
TX-215;2024-05-08;Nathan Jesus;910.085.188-13;12171,55;Transferência;Itaú;S@nt@nder;EURO;Pndente;67.175.74.74;Salvador;agênciafísica
TX-216;2024-10-22;Maria Castro;427.552.247-91;32902,16;TED;BTG Paktual;Caixa Econômica;eur;Cancelada;145220225216;Curitiba;Caixa Eletrônico
TX-217;2024-02-22;Valentina Porto;69650426560;22171.02;Boleto;BTG Paktual;Caixa Econômica;USD;Aprovdo;98.70.105.37;Curitiba;Agência Física
TX-218;2024-12-10;Maria Castro;427.552.247-91;32902,16;Depósito;Bradesko;Banco do Brasil;BRL;Cancelada;155.16.190.57;Salvad0r;Internet Banking
TX-219;2025-01-13;Gustavo Henrique Freitas;490.130.071-86;2594.20;TED;BTG Pactual;Caixa Econômica;BR$;Aprovda;205.1.56.232;Porto Alegre;Internet Banking
TX-220;2024-03-06;André N0gu3ir4;502.653.269-39;40976,75;TED;Bradesco;Itaú;EUR;Aprovdo;50.107.35.236;P0rt0 Alegre;Agência Física
TX-221;2024-05-11;Dr. Luiz Felipe Teixeira;33424344224;3914.56;Transferência;Itaú;Santander;EURO;Pendnte;143.65.126.190;Salvador;Agência Física
TX-222;2025-01-29;Rafaela Gomes;871.846.715-91;23039.65;Transferência;Inter;Banco do Brasil;eur;Cancelado;5.21.2.161;Curitiba;Agência Física
TX-223;2024-06-28;Maysa Castro;90570852729;47531,9;TED;Banco do Brasil;C@ix@ Econômic@;BRL;Aprovada;151.94.193.13;P0rt0 Alegre;Agência Física
TX-224;2024-03-15;Yuri Carvalho;764.832.459-20;17652.46;Transferência;Itaú;Santander;BR$;Pendnte;161.67.139.215;São Paulo;Agência Física
TX-225;2024-07-31;Isabella da Cunha;181.721.689-96;47056,64;Transferência;Inter;Santander;EUR;Cancelado;28.146.72.243;Rio de Janeiro;caixaeletrônico
TX-226;2024-06-28;Rodrigo Dias;44627071180;32902,16;TED;Banko do Brasil;BTG P@ctu@l;EURO;Cancelado;41.25.20.251;Belo Horizonte;Agência Física
TX-227;2024-03-29;Srta. Brenda Nunes;76972982739;4615,03;Depósito;Itaú;Br@desco;Real;Aprovda;159241130188;Rio de Janeiro;Agência Física
TX-228;2024-06-19;R4f43l S4nt0s;069.188.807-13;31654.67;Transferência;BTG Paktual;Itaú;EUR;Aprovda;151.94.193.13;Curitiba;Agência Física
TX-229;2024-06-07;Ana Lívia Azevedo;48867127519;11435.93;Transferência;Inter;S@nt@nder;Usd;Cancelada;156.91.58.100;Porto Alegre;caixaeletrônico
TX-230;2024-09-04;João Felipe Silva;1123173968;30197.47;Pix;Itaú;C@ix@ Econômic@;eur;Cancelada;98.70.105.37;Belo Horizonte;Internet Banking
TX-231;2024-07-21;Lara Silveira;1454845353;39062,72;Boleto;Santander;BTG P@ctu@l;Real;Aprovdo;195139235106;Belo Horizonte;Agência Física
TX-232;2024-11-09;Sr. Carlos Eduardo da Rocha;70936145921;39985.66;Depósito;Santander;It@ú;BRL;Aprovda;138.13.1.100;Curitiba;internetbanking
TX-233;2024-12-31;Lucas Gabriel da Mata;17525186917;34516.93;DOC;BTG Paktual;Inter;EUR;Aprovdo;149.105.122.24;Salvador;Agência Física
TX-234;2025-02-08;Luiz Fernando Duarte;69061082464;14343,13;TED;Inter;Bradesco;EURO;Aprovdo;195139235106;P0rt0 Alegre;caixaeletrônico
TX-235;2024-05-14;J0ã0 P3dr0 M3nd3s;76102989340;45250,75;TED;Caixa Ekonômika;Inter;EUR;Aprovada;5.21.2.161;Rio de Janeiro;Caixa Eletrônico
TX-236;2025-01-23;Yuri Carvalho;764.832.459-20;11656,75;DOC;Santander;Inter;Real;Aprovada;23.112.58.85;Rio de Janeiro;Internet Banking
TX-237;2024-10-14;Luiz Miguel Silveira;25094710302;14964,78;Pix;Itaú;C@ix@ Econômic@;BR$;Cancelada;155.16.190.57;Belo Horizonte;caixaeletrônico
TX-238;2024-05-10;Maria Castro;427.552.247-91;39591,5;Pix;Inter;It@ú;Usd;Pendente;186.204.75.89;Curitiba;Agência Física
TX-239;2024-11-08;R4f43l S4nt0s;069.188.807-13;16995.53;Transferência;Itaú;It@ú;Real;Cancelada;184.63.182.128;São Paulo;internetbanking
TX-240;2024-08-09;Renan Novaes;421.591.214-79;19794,7;TED;Caixa Ekonômika;Inter;BRL;Aprovda;23.112.58.85;Curitiba;Internet Banking
TX-241;2024-09-10;Gustavo Henrique Freitas;490.130.071-86;41317.01;Transferência;Itaú;Inter;BRL;Aprovdo;5.21.2.161;Sã0 Paul0;Agência Física
TX-242;2024-05-16;Emilly da Luz;175.924.382-83;20623.38;Depósito;Caixa Econômica;BTG Pactual;Real;Pendnte;151.94.193.13;Salvador;Agência Física
TX-243;2024-12-29;André N0gu3ir4;502.653.269-39;23039.65;Depósito;Caixa Ekonômika;Caixa Econômica;EURO;Pndente;43.82.222.136;Belo Horizonte;Internet Banking
TX-244;2024-04-16;Manuela Jesus;29286644979;43618.64;Depósito;Bradesco;Itaú;Real;Pendnte;28.146.72.243;Salvador;Internet Banking
TX-245;2024-10-26;Leandro Araújo;69106604613;11656,75;TED;Banco do Brasil;It@ú;BR$;Aprovdo;181145218245;Porto Alegre;Agência Física
TX-246;2024-12-17;Sra. Alice Campos;95829576634;31087,91;Transferência;Caixa Ekonômika;Bradesco;eur;Pendente;145220225216;Rio de Janeiro;Caixa Eletrônico
TX-247;2024-09-27;Sophie Dias;3816146275;16995.53;Depósito;Santander;S@nt@nder;BR$;Aprovdo;43.82.222.136;Salvad0r;Agência Física
TX-248;2024-11-12;Sra. Alice Campos;95829576634;45250,75;Pix;Santander;S@nt@nder;EURO;Aprovada;133.52.111.176;Curitiba;Agência Física
TX-249;2025-01-13;Bryan Almeida;947.959.409-14;11435.93;Depósito;BTG Paktual;It@ú;USD;Pendente;43.82.222.136;Porto Alegre;Internet Banking
TX-250;2024-05-05;Vicente Costa;55472565610;14964,78;TED;Caixa Ekonômika;Bradesco;USD;Cancelada;200.201.2.107;Porto Alegre;Agência Física
TX-251;2024-07-09;Sra. Alice Campos;95829576634;7942.05;Depósito;Banko do Brasil;It@ú;BR$;Cancelada;43.82.222.136;Salvador;Agência Física
TX-252;2024-07-18;Ana Júlia Carvalho;54119817564;49149.56;Boleto;BTG Paktual;S@nt@nder;BR$;Cancelada;43.82.222.136;São Paulo;Caixa Eletrônico
TX-253;2024-07-24;Luiz Miguel Silveira;25094710302;47531,9;Boleto;Itaú;Caixa Econômica;EURO;Aprovdo;173175245113;Porto Alegre;caixaeletrônico
TX-254;2024-12-27;João Pedro Rodrigues;653.490.064-88;23039.65;Depósito;Itaú;BTG Pactual;BRL;Cancelado;46.16.234.145;Curitiba;internetbanking
TX-255;2025-02-06;Gustavo Henrique Freitas;490.130.071-86;20623.38;TED;Santander;Itaú;USD;Aprovada;78.33.187.186;São Paulo;Internet Banking
TX-256;2024-03-15;Isabella da Cunha;181.721.689-96;20623.38;Pix;Inter;Caixa Econômica;BR$;Pndente;118.68.211.2;Salvador;internetbanking
TX-257;2024-10-27;Srt4. Ev3lyn C4mp0s;329.129.447-41;11435.93;TED;Itaú;Banco do Brasil;Real;Pndente;154.196.50.24;Rio de Janeiro;Agência Física
TX-258;2024-08-09;Sophie Dias;3816146275;44296.21;Pix;BTG Pactual;It@ú;EUR;Aprovda;28.146.72.243;Curitiba;Caixa Eletrônico
TX-259;2024-04-01;Calebe Carvalho;095.404.041-30;23039.65;DOC;BTG Paktual;Inter;eur;Cancelada;181.71.150.136;Curitiba;Internet Banking
TX-260;2024-12-14;Maria Castro;427.552.247-91;10872.24;TED;Santander;S@nt@nder;EUR;Pendnte;151.94.193.13;Curitiba;Caixa Eletrônico
TX-261;2024-11-10;Lucas Gabriel da Mata;17525186917;30182.19;Transferência;Banco do Brasil;Inter;EUR;Aprovada;156.91.58.100;Salvador;Agência Física
TX-262;2024-04-05;Gustavo Henrique Freitas;490.130.071-86;32068.23;DOC;Itaú;Inter;Real;Aprovdo;89165229118;Curitiba;Caixa Eletrônico
TX-263;2024-03-05;Ana Júlia Carvalho;54119817564;43912,81;Pix;Banco do Brasil;Banco do Brasil;USD;Cancelado;44.61.49.226;Salvador;Agência Física
TX-264;2024-11-29;Calebe Carvalho;095.404.041-30;10872.24;Pix;Banco do Brasil;S@nt@nder;EUR;Pndente;174.187.243.46;Rio de Janeiro;Agência Física
TX-265;2024-06-07;André N0gu3ir4;502.653.269-39;31654.67;Depósito;Itaú;Santander;Real;Pndente;140.201.79.192;São Paulo;Agência Física
TX-266;2024-09-04;Breno Pinto;53540285406;11656,75;Depósito;Inter;Inter;BRL;Aprovdo;118.68.211.2;Salvador;Agência Física
TX-267;2024-07-21;Luiz Miguel Silveira;25094710302;11785,3;Depósito;Itaú;Inter;EURO;Aprovada;181.71.150.136;Rio de Janeiro;Internet Banking
TX-268;2024-11-09;Maysa Castro;90570852729;12171,55;TED;Itaú;Inter;Real;Aprovdo;181.71.150.136;Rio de Janeiro;Agência Física
TX-269;2024-12-31;Luiz Felipe Barros;441.300.936-01;30197.47;Pix;Itaú;Caixa Econômica;USD;Pendente;57.192.0.17;Salvador;Agência Física
TX-270;2025-02-08;Dr. Luiz Felipe Teixeira;33424344224;30182.19;TED;Caixa Ekonômika;Inter;BRL;Cancelada;5.21.2.161;Salvad0r;internetbanking
TX-271;2024-05-14;Sra. Alice Campos;95829576634;1943.60;TED;Itaú;It@ú;Real;Aprovada;147.45.234.99;P0rt0 Alegre;Internet Banking
TX-272;2025-01-23;Sophie Dias;3816146275;30182.19;Transferência;Itaú;Itaú;USD;Pendente;118.68.211.2;São Paulo;Internet Banking
TX-273;2024-10-14;João Felipe Silva;1123173968;41317.01;Depósito;Santander;It@ú;USD;Cancelada;143.65.126.190;Salvador;internetbanking
TX-274;2024-05-10;Ana Júlia Carvalho;54119817564;39591,5;DOC;Inter;Caixa Econômica;eur;Cancelado;78.33.187.186;Salvador;Internet Banking
TX-275;2024-11-08;Maria Eduarda Nunes;672.197.308-95;3238.19;DOC;Santander;BTG P@ctu@l;Real;Pendente;41.25.20.251;Rio de Janeiro;caixaeletrônico
TX-276;2024-08-09;L3vi d4 R0ch4;825.015.143-74;14964,78;Transferência;Itaú;Banco do Brasil;Real;Cancelado;181.71.150.136;Rio de Janeiro;Internet Banking
TX-277;2024-09-10;Valentina Porto;69650426560;16995.53;Pix;Itaú;Br@desco;BRL;Pndente;57.126.87.244;Curitiba;Agência Física
TX-278;2024-05-16;Sra. Alice Campos;95829576634;47531,9;Pix;Inter;Inter;BRL;Aprovda;133.217.56.81;Curitiba;Internet Banking
TX-279;2024-12-29;Maria Eduarda Nunes;672.197.308-95;2587,57;Depósito;Bradesco;Caixa Econômica;eur;Aprovda;184.63.182.128;Salvador;Agência Física
TX-280;2024-04-16;D4vi Lucc4 d4 C0st4;42222188635;31087,91;Depósito;BTG Paktual;Bradesco;BR$;Pendnte;145220225216;Curitiba;Caixa Eletrônico
TX-281;2024-10-26;Rodrigo Dias;44627071180;13619.27;DOC;Banco do Brasil;Banco do Brasil;BRL;Aprovdo;209246154225;Rio de Janeiro;Caixa Eletrônico
TX-282;2024-12-17;L3vi d4 R0ch4;825.015.143-74;43618.64;Boleto;Caixa Ekonômika;It@ú;eur;Pendente;78.33.187.186;São Paulo;Agência Física
TX-283;2024-09-27;Isabella da Cunha;181.721.689-96;17652.46;TED;Caixa Econômica;Santander;eur;Pndente;181145218245;Porto Alegre;caixaeletrônico
TX-284;12/11/24;Maria Castro;427.552.247-91;7942.05;DOC;Bradesco;Santander;BRL;Aprovdo;76.114.44.81;Curitiba;Agência Física
TX-285;13/01/25;Calebe Carvalho;095.404.041-30;13619.27;TED;Itaú;Banco do Brasil;BRL;Aprovda;118.68.211.2;São Paulo;Caixa Eletrônico
TX-286;05/05/24;Rafaela Gomes;871.846.715-91;16995.53;DOC;Inter;Itaú;eur;Cancelada;159241130188;Sã0 Paul0;caixaeletrônico
TX-287;09/07/24;Yasmin Oliveira;239.620.763-26;3914.56;TED;Itaú;Br@desco;BR$;Cancelado;98.70.105.37;Belo Horizonte;Agência Física
TX-288;18/07/24;L3vi d4 R0ch4;825.015.143-74;11656,75;Pix;BTG Pactual;Itaú;EURO;Pndente;181145218245;São Paulo;Internet Banking
TX-289;24/07/24;Isabella da Cunha;181.721.689-96;3238.19;Pix;Itaú;It@ú;eur;Aprovada;74.83.119.104;Sã0 Paul0;Internet Banking
TX-290;27/12/24;L3vi d4 R0ch4;825.015.143-74;10872.24;Transferência;Itaú;S@nt@nder;EURO;Cancelada;167.140.10.159;P0rt0 Alegre;Agência Física
TX-291;06/02/25;Maysa Castro;90570852729;45250,75;Depósito;Banco do Brasil;Bradesco;BR$;Cancelada;146103227115;Curitiba;Agência Física
TX-292;15/03/24;Renan Novaes;421.591.214-79;10899.35;Transferência;Bradesko;It@ú;BRL;Aprovda;133.217.56.81;São Paulo;internetbanking
TX-293;27/10/24;Rodrigo Dias;44627071180;36410.78;Boleto;BTG Paktual;Banco do Brasil;EURO;Aprovada;133.217.56.81;Salvador;internetbanking
TX-294;09/08/24;Isabella da Cunha;181.721.689-96;24818.46;Transferência;Itaú;BTG P@ctu@l;EUR;Aprovdo;174.187.243.46;São Paulo;caixaeletrônico
TX-295;01/04/24;Luiz Felipe Barros;441.300.936-01;11656,75;Depósito;Itaú;BTG P@ctu@l;BRL;Aprovada;98.70.105.37;Curitiba;Internet Banking
TX-296;14/12/24;Dr. Luiz Felipe Teixeira;33424344224;22171.02;Pix;BTG Pactual;Bradesco;Usd;Aprovda;133.52.111.176;Curitiba;Caixa Eletrônico
TX-297;10/11/24;Luiz Miguel Silveira;25094710302;32902,16;Pix;Santander;Inter;BRL;Aprovdo;78.33.187.186;Rio de Janeiro;Caixa Eletrônico
TX-298;05/04/24;Srt4. Ev3lyn C4mp0s;329.129.447-41;30054,77;Transferência;Inter;Itaú;USD;Pndente;133.52.111.176;Salvador;Caixa Eletrônico
TX-299;05/03/24;Srta. Brenda Nunes;76972982739;12122,38;TED;Bradesco;Inter;BR$;Aprovdo;200.201.2.107;Curitiba;Agência Física
TX-300;08/05/24;Yuri Carvalho;764.832.459-20;7942.05;Depósito;BTG Paktual;Caixa Econômica;BRL;Cancelada;118.68.211.2;Rio de Janeiro;caixaeletrônico
TX-301;22/10/24;Ana Lívia Azevedo;48867127519;47531,9;DOC;Itaú;BTG P@ctu@l;eur;Aprovdo;57.192.0.17;Belo Horizonte;Caixa Eletrônico
TX-302;22/02/24;Agatha Lopes;705.068.735-01;22171.02;Transferência;Banko do Brasil;BTG P@ctu@l;eur;Cancelada;57.192.0.17;P0rt0 Alegre;Internet Banking
TX-303;10/12/24;Vicente Costa;55472565610;41317.01;Boleto;Santander;BTG P@ctu@l;Real;Pendente;117255194225;Rio de Janeiro;Caixa Eletrônico
TX-304;13/01/25;Rafaela Gomes;871.846.715-91;22171.02;Boleto;Itaú;Santander;Usd;Cancelado;46.16.234.145;São Paulo;Caixa Eletrônico
TX-305;06/03/24;Bryan Almeida;947.959.409-14;19794,7;TED;Bradesko;Banco do Brasil;Usd;Cancelada;41.25.20.251;Salvador;caixaeletrônico
TX-306;11/05/24;R4f43l S4nt0s;069.188.807-13;32068.23;Depósito;Bradesco;Banco do Brasil;USD;Pndente;23.112.58.85;Rio de Janeiro;Caixa Eletrônico
TX-307;29/01/25;J0ã0 Guilh3rm3 C0st3l4;84842762368;34516.93;Boleto;Inter;It@ú;BRL;Pendnte;41.25.20.251;Salvador;caixaeletrônico
TX-308;28/06/24;Luiz Fernando Duarte;69061082464;30197.47;TED;Itaú;BTG P@ctu@l;USD;Aprovdo;151.94.193.13;Rio de Janeiro;Agência Física
TX-309;15/03/24;Dr. Luiz Gust4v0 Lim4;31211524979;16995.53;Transferência;Caixa Econômica;Br@desco;BRL;Aprovda;195139235106;Bel0 H0riz0nte;Internet Banking
TX-310;31/07/24;Yuri Carvalho;764.832.459-20;30197.47;Pix;Banko do Brasil;Caixa Econômica;BR$;Pendente;133.52.111.176;Curitiba;Internet Banking
TX-311;28/06/24;Kamilly Gonçalves;24419230218;13619.27;Pix;Santander;Itaú;EUR;Aprovdo;195139235106;São Paulo;Agência Física
TX-312;29/03/24;Maria Eduarda Nunes;672.197.308-95;22963.92;Boleto;Caixa Ekonômika;S@nt@nder;BR$;Aprovdo;140.121.49.200;Curitiba;Agência Física
TX-313;19/06/24;R4f43l S4nt0s;069.188.807-13;45250,75;Depósito;BTG Paktual;It@ú;BRL;Pndente;205.1.56.232;Curitiba;agênciafísica
TX-314;07/06/24;M4rc3l4 Di4s;156.860.920-77;34516.93;DOC;Banco do Brasil;Inter;EUR;Pendente;167.140.10.159;Curitiba;Agência Física
TX-315;04/09/24;Cecília Costela;39014903719;14343,13;TED;Inter;It@ú;eur;Pndente;117255194225;Porto Alegre;Internet Banking
TX-316;21/07/24;J0ã0 Guilh3rm3 C0st3l4;84842762368;17652.46;Depósito;BTG Paktual;Caixa Econômica;BR$;Aprovdo;209246154225;Salvad0r;Agência Física
TX-317;09/11/24;Yasmin Oliveira;239.620.763-26;30182.19;TED;Banco do Brasil;Bradesco;Real;Aprovada;156.91.58.100;Belo Horizonte;caixaeletrônico
TX-318;31/12/24;Luiz Miguel Silveira;25094710302;11656,75;TED;Caixa Ekonômika;Inter;Real;Cancelada;57.126.87.244;Curitiba;Internet Banking
TX-319;08/02/25;Luiz Felipe Barros;441.300.936-01;39591,5;Depósito;Bradesco;Santander;BRL;Aprovda;209246154225;Bel0 H0riz0nte;Caixa Eletrônico
TX-320;14/05/24;Luiz Fernando Duarte;69061082464;38019,67;DOC;Itaú;Santander;eur;Cancelado;195139235106;Rio de Janeiro;Caixa Eletrônico
TX-321;23/01/25;Bryan Almeida;947.959.409-14;38019,67;TED;Banco do Brasil;Banco do Brasil;BRL;Aprovdo;23.112.58.85;Rio de Janeiro;Internet Banking
TX-322;14/10/24;Renan Novaes;421.591.214-79;14343,13;Depósito;Banco do Brasil;Itaú;USD;Aprovada;27.213.174.49;São Paulo;Caixa Eletrônico
TX-323;10/05/24;Valentina Costela;31278834490;24818.46;Depósito;Bradesco;It@ú;Real;Cancelada;195139235106;Sã0 Paul0;Agência Física
TX-324;08/11/24;Yasmin Oliveira;239.620.763-26;12122,38;Transferência;Santander;Itaú;BRL;Cancelada;195139235106;Salvador;Agência Física
TX-325;09/11/24;Lucas Gabriel da Mata;17525186917;43912,81;DOC;BTG Paktual;Santander;eur;Cancelada;28.146.72.243;Belo Horizonte;Agência Física
TX-326;31/12/24;Lorena Oliveira;13817942796;2587,57;Depósito;Inter;Caixa Econômica;BRL;Cancelado;67.175.74.74;Rio de Janeiro;Internet Banking
TX-327;08/02/25;Lucas Gabriel da Mata;17525186917;7942.05;TED;BTG Paktual;S@nt@nder;BR$;Pendnte;156.91.58.100;Sã0 Paul0;Internet Banking
TX-328;14/05/24;Agatha Lopes;705.068.735-01;12171,55;Transferência;Itaú;Caixa Econômica;USD;Cancelada;27.213.174.49;Curitiba;Caixa Eletrônico
TX-329;23/01/25;Valentina Porto;69650426560;31087,91;Depósito;Santander;It@ú;BR$;Cancelada;28.146.72.243;P0rt0 Alegre;Caixa Eletrônico
TX-330;14/10/24;Sr. Carlos Eduardo da Rocha;70936145921;39062,72;TED;BTG Pactual;S@nt@nder;eur;Cancelada;138.13.1.100;Curitiba;Agência Física
TX-331;10/05/24;Lorena Oliveira;13817942796;22963.92;Pix;Banko do Brasil;Banco do Brasil;Real;Cancelada;161.67.139.215;Sã0 Paul0;Internet Banking
TX-332;08/11/24;Agatha Lopes;705.068.735-01;22171.02;Transferência;Inter;Itaú;Real;Pndente;23.112.58.85;Belo Horizonte;Agência Física
TX-333;09/08/24;Rafaela Gomes;871.846.715-91;10899.35;Boleto;Bradesco;S@nt@nder;Real;Cancelada;195139235106;Sã0 Paul0;caixaeletrônico
TX-334;10/09/24;Lara Silveira;1454845353;24818.46;Pix;Itaú;Inter;USD;Pendnte;200.201.2.107;Curitiba;Internet Banking
TX-335;16/05/24;Bryan Duarte;50764955250;22171.02;Depósito;Bradesco;Inter;Real;Aprovda;138.13.1.100;Belo Horizonte;Caixa Eletrônico
TX-336;29/12/24;Breno Pinto;53540285406;45250,75;TED;Itaú;Bradesco;BR$;Aprovada;43.82.222.136;Rio de Janeiro;Agência Física
TX-337;16/04/24;Srta. Brenda Nunes;76972982739;36410.78;TED;Caixa Econômica;Itaú;EURO;Aprovdo;68.124.51.34;Curitiba;Internet Banking
TX-338;26/10/24;Calebe Carvalho;095.404.041-30;22963.92;TED;Inter;Bradesco;BR$;Cancelado;140.201.79.192;Salvador;Agência Física
TX-339;17/12/24;Maria Castro;427.552.247-91;43912,81;Boleto;BTG Paktual;Santander;BR$;Cancelada;41.25.20.251;Porto Alegre;Agência Física
TX-340;27/09/24;Sr. P3dr0 d4 M4t4;337.451.791-72;2587,57;TED;Itaú;Inter;Real;Pendnte;161.67.139.215;Curitiba;Agência Física
TX-341;12/11/24;Calebe Carvalho;095.404.041-30;43912,81;Transferência;BTG Paktual;BTG P@ctu@l;Real;Cancelado;205.1.56.232;Porto Alegre;Agência Física
TX-342;13/01/25;L3vi d4 R0ch4;825.015.143-74;7942.05;Depósito;Bradesco;Caixa Econômica;Real;Aprovdo;44.61.49.226;São Paulo;Internet Banking
TX-343;05/05/24;Nathan Jesus;910.085.188-13;24818.46;Depósito;Itaú;B@nco do Br@sil;BR$;Pndente;151.94.193.13;Rio de Janeiro;Caixa Eletrônico
TX-344;09/07/24;Maria Eduarda Nunes;672.197.308-95;10872.24;TED;Itaú;Bradesco;BRL;Aprovada;140.201.79.192;Rio de Janeiro;Agência Física
TX-345;18/07/24;Luiz Miguel Silveira;25094710302;43912,81;Pix;Caixa Ekonômika;Inter;BRL;Aprovdo;23.112.58.85;Salvad0r;caixaeletrônico
TX-346;24/07/24;Sr. Carlos Eduardo da Rocha;70936145921;47056,64;TED;Banco do Brasil;Itaú;EURO;Cancelado;149.105.122.24;Curitiba;caixaeletrônico
TX-347;27/12/24;Maysa Castro;90570852729;34516.93;TED;Itaú;Itaú;Real;Aprovdo;63.18.248.20;Salvador;caixaeletrônico
TX-348;06/02/25;Lara Silveira;1454845353;47531,9;Transferência;Santander;Bradesco;Real;Cancelada;44.61.49.226;Rio de Janeiro;Caixa Eletrônico
TX-349;15/03/24;J0ã0 P3dr0 M3nd3s;76102989340;19794,7;TED;Banco do Brasil;Santander;Real;Pendnte;99.38.141.67;Salvador;internetbanking
TX-350;27/10/24;Maysa Castro;90570852729;30054,77;Pix;Inter;S@nt@nder;EURO;Pndente;57.192.0.17;Salvador;Caixa Eletrônico
TX-351;09/08/24;Breno Pinto;53540285406;32902,16;Depósito;Banco do Brasil;Banco do Brasil;USD;Cancelado;200.201.2.107;São Paulo;Caixa Eletrônico
TX-352;01/04/24;R4f43l S4nt0s;069.188.807-13;31654.67;Pix;Santander;Inter;BRL;Pndente;186.204.75.89;Salvad0r;Agência Física
TX-353;14/12/24;Bryan Almeida;947.959.409-14;12171,55;Boleto;Banco do Brasil;BTG Pactual;eur;Cancelada;89165229118;Rio de Janeiro;Agência Física
TX-354;10/11/24;Cecília Costela;39014903719;32902,16;TED;Inter;BTG Pactual;EURO;Cancelada;186.204.75.89;Rio de Janeiro;caixaeletrônico
TX-355;05/04/24;Agatha Lopes;705.068.735-01;44296.21;Pix;Bradesco;Banco do Brasil;eur;Aprovdo;133.217.56.81;Curitiba;Agência Física
TX-356;05/03/24;Leandro Araújo;69106604613;13619.27;Transferência;Bradesko;S@nt@nder;BR$;Pendente;195139235106;Salvador;Agência Física
TX-357;08/05/24;Luiz Felipe Barros;441.300.936-01;20623.38;Pix;Inter;C@ix@ Econômic@;Real;Aprovda;143.65.126.190;Curitiba;Caixa Eletrônico
TX-358;22/10/24;Sr. Carlos Eduardo da Rocha;70936145921;12171,55;Boleto;Itaú;BTG P@ctu@l;BR$;Pendente;184.63.182.128;Salvador;Caixa Eletrônico
TX-359;22/02/24;Lorena Oliveira;13817942796;16152.09;Depósito;Bradesco;BTG Pactual;BR$;Cancelado;5.21.2.161;Rio de Janeiro;Agência Física
TX-360;10/12/24;Rodrigo Dias;44627071180;30197.47;TED;Banco do Brasil;BTG Pactual;EUR;Cancelada;117255194225;Porto Alegre;Internet Banking
TX-361;13/01/25;D4vi Lucc4 d4 C0st4;42222188635;30182.19;Boleto;Itaú;Santander;USD;Aprovdo;209246154225;Salvador;caixaeletrônico
TX-362;06/03/24;Nathan Jesus;910.085.188-13;3238.19;TED;Santander;BTG Pactual;USD;Aprovdo;151.94.193.13;Rio de Janeiro;caixaeletrônico
TX-363;11/05/24;Luiz Fernando Duarte;69061082464;16152.09;Depósito;Santander;S@nt@nder;USD;Cancelada;146103227115;Porto Alegre;Agência Física
TX-364;29/01/25;M4rc3l4 Di4s;156.860.920-77;11435.93;Depósito;Itaú;Caixa Econômica;USD;Cancelada;143.65.126.190;Salvador;Internet Banking
TX-365;28/06/24;Ana Lívia Azevedo;48867127519;31087,91;Transferência;Itaú;S@nt@nder;EUR;Pendnte;154.196.50.24;Porto Alegre;agênciafísica
TX-366;15/03/24;Kamilly Gonçalves;24419230218;22963.92;Pix;Itaú;BTG Pactual;USD;Cancelada;147.45.234.99;Rio de Janeiro;Internet Banking
TX-367;31/07/24;Breno Pinto;53540285406;32068.23;Boleto;Inter;Santander;BR$;Aprovada;117255194225;Sã0 Paul0;Agência Física
TX-368;28/06/24;Sra. Alice Campos;95829576634;39985.66;TED;Caixa Econômica;It@ú;Real;Aprovda;140.121.49.200;Curitiba;Agência Física
TX-369;29/03/24;J0ã0 Guilh3rm3 C0st3l4;84842762368;49149.56;Pix;Bradesco;BTG Pactual;Real;Pendente;138.13.1.100;Rio de Janeiro;Agência Física
TX-370;19/06/24;L3vi d4 R0ch4;825.015.143-74;44296.21;Pix;Banco do Brasil;Itaú;BRL;Aprovdo;195139235106;Rio de Janeiro;Caixa Eletrônico
TX-371;07/06/24;Gustavo Henrique Freitas;490.130.071-86;6003.12;TED;Itaú;C@ix@ Econômic@;EUR;Cancelada;133.217.56.81;Belo Horizonte;Caixa Eletrônico
TX-372;04/09/24;Sra. Alice Campos;95829576634;30182.19;Depósito;Itaú;Bradesco;Real;Aprovdo;209246154225;Belo Horizonte;Agência Física
TX-373;21/07/24;Kamilly Gonçalves;24419230218;6003.12;TED;Santander;It@ú;eur;Aprovdo;173175245113;São Paulo;caixaeletrônico
TX-374;09/11/24;Sr. P3dr0 d4 M4t4;337.451.791-72;32902,16;Pix;Santander;Santander;eur;Cancelado;5.21.2.161;Rio de Janeiro;Internet Banking
TX-375;31/12/24;Maria Castro;427.552.247-91;13619.27;Depósito;Banko do Brasil;It@ú;BRL;Aprovada;205.1.56.232;Salvador;Agência Física
TX-376;08/02/25;Isabella da Cunha;181.721.689-96;34516.93;Pix;Itaú;Inter;eur;Aprovdo;5.21.2.161;Rio de Janeiro;caixaeletrônico
TX-377;14/05/24;Valentina Costela;31278834490;36410.78;Depósito;Bradesco;Santander;EUR;Aprovada;98.70.105.37;Rio de Janeiro;Caixa Eletrônico
